"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Rockwood R-VI School District","MO","Eureka","2020","March","Yes (phased)","Secondary ongoing 4-year 1:1 rollout; COVID 2020 triggered K-12 full coverage","Mixed (Chromebook secondary; iPad K-2)","March 22 2020 COVID Chromebook distribution at Marquette HS; secondary had ongoing 4-year 1:1 rollout pre-COVID; COVID triggered full K-12 coverage; K-2 iPads; gr3-5 in-class Chromebooks; 2024 refresh: 5000+ new Chromebooks + 1000+ new iPads","https://www.rsdmo.org/news/Pages/Rockwood-Distributes-Chromebooks-to-Elementary-Students-Ahead-of-Alternative-Learning-Plan.aspx","https://www.rsdmo.org/departments/technology/1to1","373","1589","1","0","2926850"
"Federal Way Public Schools","WA","Federal Way","2013","Fall","Yes (phased)","2013: all 3 ES; 2014: MS; 2015: HS + K-2","Chromebook","EdSurge Oct 2014: FWPS went 1:1 Chromebook in all 3 elementary schools in 2013 SY; 2014 middle school rollout; 2015 HS + K-2 planned; 2,400 Chromebooks + 1,500 Windows by late 2014; phased multi-year rollout","https://www.edsurge.com/news/2014-10-15-technology-with-a-cause-spotlight-on-eight-seattle-districts","https://www.fwps.org/programs-and-services/technology-resources","374","1587","1","0","5302820"
"Tyler ISD","TX","Tyler","2020","Fall","Yes","K-12","Chromebook","Pre-COVID: cart-based model + BYOD + computer labs; Fall 2020 launched BLADE (Blended Learning and Distance Education) 1:1 Chromebook + VDI infrastructure; retained 1:1 model after return to full in-person 2021","https://technologymagazine.com/company-reports/tyler-isd-provides-equitable-education-in-tech-driven-world","https://www.tylerisd.org/page/technology-services","375","1586","1","0","4843470"
"New Haven Public Schools","CT","New Haven","2020","Fall","Yes","PK-12","Mixed","Devices distributed fall 2020 via CARES Act and Dalio/Yale donations: Dell laptops for HS, Chromebooks for elem/MS, iPads for youngest. No confirmed pre-pandemic district-wide 1:1 program.","https://www.newhavenindependent.org/index.php/article/laptops_career/","https://ctmirror.org/2020/09/15/with-majority-of-ct-schools-online-state-begins-delivering-computers-and-wifi/","376","1583","1","0","0902790"
"Racine Unified School District","WI","Racine","2020","Fall","Yes","PK-12","Chromebook","All students received Chromebooks when district went 100% remote July 2020 for 2020-21 SY. Grades 3-12 in August, grades K-2 later. Prior to 2020 no district-wide 1:1; 2021-22 referendum funded 5250 new Chromebooks.","https://www.tmj4.com/rebound/keeping-you-safe/all-racine-unified-school-district-students-will-receive-chromebooks-for-virtual-learning","https://journaltimes.com/news/local/new-laptops-for-unified-schools/article_9ef51cae-88b6-5b1e-a1de-34d1ad28fe75.html","377","1582","1","0","5512360"
"Sunnyside Unified School District","AZ","Tucson","2020 (by)","","Yes (likely)","4-12","Laptop","District website states every student grades 4-12 assigned a laptop daily; over 10000 computing devices supported by 35 IT staff. Specific launch year not found in searches.","https://susd12.org/information-technologies/","","378","1582","1","0","0408170"
"Redlands Unified","CA","Redlands","2020 (by)","","Yes (phased)","9-12","Chromebook","High school 1:1 chromebook program established; all 9th graders issued Chromebook kept through graduation. GoGuardian protecting students since 2017. Middle school 1:1 pilot launched 2025. Launch year for HS program not confirmed.","https://iecn.com/redlands-unified-launches-11-chromebook-pilot-at-beattie-middle-school/","https://www.redlandsusd.net/departments/educational-services-information/educational-technology-and-accountability/chromebook-policy","379","1581","1","0","0632070"
"Glendale Elementary School District","AZ","Glendale","2020 (by)","","Yes (likely)","K-8","Chromebook","District has household Chromebook checkout agreement and student technology page. 18000 Chromebooks purchased with emergency connectivity funds during pandemic. Specific 1:1 launch year not confirmed.","https://www.gesd40.org/families/student-technology","https://portals.gesd40.org/cms/lib/AZ01901941/Centricity/Domain/970/Chromebook%20Checkout%20Agreement%20-%20English.pdf","380","1576","1","0","0403420"
"Pulaski County Special School District","AR","Little Rock","2015","Fall","Yes","K-12","Mixed","Pilot 2014-15 SY at a few schools; district-wide rollout of 12575 Chromebooks (gr. 3-12) and 4500 iPads (K-2) leased at ~$4M/3 years. By Dec 2015 devices in 14 of 24 schools; completed spring 2016. Full 1:1 by 2016.","https://www.arkansasonline.com/news/2015/dec/25/county-district-ushers-in-new-era-of-te-1/?f=news-arkansas","https://www.kark.com/news/education-matters-pcssd-students-receive-new-chromebooks/","381","1575","1","0","0511850"
"Hamilton Southeastern Schools","IN","Fishers","2015","Fall","Yes (phased)","9-12","Mixed","BYOD launched fall 2015 at Fishers HS and Hamilton Southeastern HS; students brought own device or rented from school. District-issued iPad (2020-21) expanded to all grades. Fully district-issued device program phasing in 2024-26.","https://youarecurrent.com/2015/07/21/hses-high-schools-get-new-gadgets/","https://www.hseschools.org/departments/technology/tech-in-the-classroom","382","1571","1","0","1810650"
"Davidson County Schools","NC","Lexington","2015","Spring","Yes (phased)","K-12","Chromebook","Educators trained at NCCAT Jan 26-29 2015 ahead of Chromebook rollout; CTO described 3-year dispersal plan. Rollout began 2015 and phased district-wide. Oak Grove HS still using Chromebooks 2024-25.","https://www.nccat.org/news/davidson-county-schools-work-nccat-and-north-carolina-educators-ahead-chromebooks-rollout","https://www.davidson.k12.nc.us/","383","1561","1","0","3701140"
"Ascension Parish Public Schools","LA","Gonzales","2016 (by)","","Yes (phased)","5-12","Mixed","1:1 program provides iPad/Chromebook/laptop to all students gr. 5-12; program described as expanded in 2016. District notes computers for every student gr. 6-12 purchased over nearly a decade. Exact start year not confirmed.","https://www.ascension-parish.com/1to1-technology/","https://www.ascensionschools.org/schools/other-programs/apple-digital-academy/online-learning","384","1561","1","0","2200090"
"Hampton City Public Schools","VA","Hampton","2020 (by)","","Yes","K-12","Chromebook","District operates 1:1 Chromebook program with Digital Learning Zone resources for parents and students. By Jan 2021 had swapped ~10000 Chromebooks. Specific launch year of 1:1 program not confirmed.","https://khs.hampton.k12.va.us/home/chromebook-11","https://sites.google.com/hampton.k12.va.us/digital-learning-zone/home","385","1559","1","0","5101800"
"Galena Park ISD","TX","Galena Park","2020","Fall","Yes","K-12","Chromebook","Distributed Chromebooks to all students for 100% remote learning 2020-21 SY when district offered virtual instruction. Prior to 2020 district had iPad carts and computer labs but no confirmed take-home 1:1 for all.","https://www.click2houston.com/news/local/2020/07/10/galena-park-isd-what-you-need-to-know-about-the-districts-2020-2021-school-plans/","https://www.galenaparkisd.com/domain/118","386","1559","1","0","4820250"
"Edmond Public Schools","OK","Edmond","2018","Fall","Yes (phased)","6-12","Chromebook","Digital conversion strategy launched fall 2017 starting with grades 8-10; all grades 6-12 received Chromebooks for 2018-19 SY. Elementary uses iPads (PreK-2) and Chromebooks (gr. 3-5). Discovery Education partnership May 2018.","https://edmondschools.net/parents-students/technology/secondary-q-a/","https://edmondschools.net/news/2017/parents-invited-to-informational-night-on-digital-conversion/","387","1559","1","0","4010590"
"Rowan-Salisbury Schools","NC","Salisbury","2014","Fall","Yes","3-12","Mixed","Commissioners approved Apple lease June 2014; 2014-15 SY rollout: 7315 MacBook Air (HS teachers/students) and 9240 iPads (gr. 3-8). $12M over 3 years. Nationally recognized top-10 for innovative tech in classrooms.","https://www.salisburypost.com/2014/06/04/commissioners-approve-ipad-laptop-lease-for-students/","https://www.rssed.org/clms/ipad-information-clone","388","1558","1","0","3704050"
"Wayne County Public Schools","NC","Goldsboro","2020 (by)","","Yes","K-12","Chromebook","Chromebook distribution occurred April 2020 (COVID closure). District has 2020-21 Chromebook Agreement Form. 1 Laptop Handbook for Parents and Students exists. Specific pre-pandemic 1:1 launch date not confirmed.","https://www.waynecountyschools.org/","https://www.waynecountyschools.org/2020-2021SchoolReopeningUpdates.aspx","389","1557","1","0","3704880"
"Springdale Public Schools","AR","Springdale","2014 (by)","Fall","Yes (likely)","K-12","Chromebook","NWA Democrat-Gazette Aug 2014 noted Springdale students among latest to receive Chromebooks as school year began alongside West Fork and Bentonville. District has dedicated 1:1 technology page and Device Protection Plan; upper bound only.","https://www.nwaonline.com/news/2014/aug/17/classroom-student-computers-growing-in-/","https://www.sdale.org/page/one-to-one-technology","390","1552","1","0","0512660"
"Community Unit School District 300","IL","Algonquin","2020 (by)","","Yes","1-12","Chromebook","May 2015 article noted district planned 1:1 devices over coming years with iPad pilots at high schools. Current state: all grades 1-12 have Chromebooks. Full district-wide rollout year not confirmed; upper bound only.","https://www.dailyherald.com/20150521/news/district-300-plans-one-to-one-devices-technology-upgrades/","https://www.d300.org/","391","1546","1","0","1708550"
"Beaufort County School District","SC","Beaufort","2020 (by)","","Yes","PK-12","Mixed","Connect2Learn program provides devices to all students PreK-12 including iPads (K) and Chromebooks/laptops (older grades); $20/year fee. Google Workspace adopted 2012-13. Specific Connect2Learn launch year not confirmed.","https://beaufortschools.net/cms/one.aspx?pageId=261056","https://www.beaufortschools.net/families/technology","392","1543","1","0","4501110"
"Alvord Unified","CA","Riverside","2020","","Yes","K-12","Chromebook","During COVID distance learning program all students provided a Chromebook and internet connection if needed. Pre-pandemic evidence limited to carts/labs. Upper bound confirmed 2020.","https://www.alvordschools.org/Page/11906","https://www.alvordschools.org/","393","1539","1","0","0602430"
"Evergreen Elementary School District","CA","San Jose","","","","","","No confirmed year or device program details found in multiple searches. District uses Chromebooks for some programs but no district-wide 1:1 initiative history surfaced. K-8 district.","https://www.eesd.org/","","394","1537","1","0","0613140"
"Harnett County Schools","NC","Lillington","2020 (by)","","Yes","K-12","Chromebook","2020-21 Chromebook Agreement Form on district website; district goal for every K-12 student to have a device. Digital learning standards implementation 2020-21. Specific pre-pandemic 1:1 date not confirmed.","https://www.harnett.k12.nc.us/domain/5688","https://www.harnett.k12.nc.us/page/digital-teaching-and-learning/","395","1531","1","0","3702010"
"Fullerton School District","CA","Fullerton","2014","Spring","Yes (phased)","5-8","iPad","VIP (Visible Innovation Program) launched March 2014 with gr. 6-7 iPads; gr. 5 added fall 2014; gr. 8 added Jan 2015; gr. 3-4 added 2021. All 20 campuses are Apple Distinguished Schools. K-8 district.","https://www.fullertonsd.org/departments/innovation-instructional-support-technology/iis/vip-1-to-1-program","https://www.fullertonsd.org/allaboutus","396","1529","1","0","0614730"
"Folsom-Cordova Unified","CA","Rancho Cordova","2021","Fall","Yes","9-12","Chromebook","2021-22 was first year Folsom High School provided 1:1 student-to-Chromebook; students check out Chromebook for all 4 years. District-wide high school rollout 2021-22.","https://resources.finalsite.net/images/v1724710653/fcusdorg/ojsuoou8748ozcfrw71n/PawsPort2425withoutPaws.pdf","https://www.fcusd.org/departments/etis-technology","397","1526","1","0","0613890"
"Downey Unified","CA","Downey","2015","Fall","Yes (phased)","K-8","iPad","21st Century Learning Communities initiative began 2015-16 providing iPad to each elementary and middle school student. Fall 2020 added take-home iPads for gr. 6-8. By 2021-22 fully 1:1 K-12 (HS uses Chromebooks/PCs).","https://web.dusd.net/downey/2020/05/02/11-take-home-ipad-program/","https://web.dusd.net/elementary-schools/","398","1525","1","0","0611460"
"Coachella Valley Unified","CA","Coachella","2013","Fall","Yes","PK-12","iPad","First district in US to deploy iPads 1:1 to ALL students and teachers PreK-12 in 2013-14 SY. $42M technology bond passed 2013. Graduation rate rose from 65% (2011) to 82% (2015). Superintendent recognized by President Obama.","https://www.lockncharge.com/coachella-school-district-first-to-deploy-ipad-devices-11-to-all-students-and-teachers-in-pre-k-through-12th-grade/","https://9to5mac.com/2016/05/13/school-ipad-program-coachella-valley/","399","1525","1","0","0609070"
"Saugus Union School District","CA","Santa Clarita","2020 (by)","","Yes","K-6","Chromebook","Cisco Meraki case study describes full transition to 1:1 Chromebooks for 10000 students in 16 schools; infrastructure upgraded before chromebooks added. K-6 elementary district. Specific launch year not confirmed.","https://upshotstories.com/stories/saugus-union-school-district-turns-to-cisco-meraki-to-power-digital-transformation-mobility-and-security","https://www.saugususd.org/","400","1522","1","0","0635970"
"Jurupa Unified","CA","Mira Loma","2016","Fall","Yes","2-12","Chromebook","Digital Gateway Initiative funded by Measure EE bond (Nov 2014); rolled out 2016-17 SY to all students gr 2-12. Each student gets take-home Chromebook. Named 2018 Model of Excellence by Riverside County OE.","https://jurupausd.org/our-district/BizServ/it/chromebooks","https://www.commonsense.org/education/jurupa","401","1519","1","0","0619260"
"Roosevelt Elementary District","AZ","Phoenix","2020 (by)","","Yes","K-8","iPad","First and only Phoenix district to provide Apple iPad to every K-8 student for use in class and at home. District markets this claim prominently but specific launch year not confirmed in public sources; upper bound only.","https://www.rsd66.org/Page/4129","https://www.rsd66.org/page/about-the-district","402","1519","1","0","0407080"
"Hacienda La Puente Unified","CA","City of Industry","2020","","Yes (phased)","K-12","Laptop","Measure BB bond (Nov 2016) funded 1:1 Computer Classroom Sets; 2019-20 deployed ~15000 Lenovo 300e laptops via bond. During COVID Mar 2020 provided laptops and hotspots to ~18000 eligible students. True district-wide 1:1 reached 2020.","https://www.hlpschools.org/district/business-services-division/it-department/technology-standards","https://mynewsla.com/education/2020/03/27/compton-college-la-puente-schools-to-offer-laptops-to-needy-students/","403","1513","1","0","0616325"
"ABC Unified School District","CA","Cerritos","2020 (by)","","Yes","K-12","Chromebook","Cerritos HS has student Chromebook pickup/checkout program; district-wide 1:1 program exists but no pre-2020 launch year confirmed. Upper bound only.","https://www.cerritoshs.us/apps/news/article/1481259","https://www.abcusd.us/","404","1511","1","0","0601620"
"Pearland ISD","TX","Pearland","2020 (by)","","Yes","K-12","iPad","ConnectED 1 to 1 Initiative provides district-managed iPads to students across grades. Program history page exists but launch year not pinned to specific pre-2020 date in public sources; COVID-era device distribution confirmed. Upper bound only.","https://www.pearlandisd.org/departments/technology/connected-1-to-1-initiative","https://www.pearlandisd.org/Page/24600","405","1510","1","0","4834440"
"Weslaco ISD","TX","Weslaco","2020 (by)","","Yes (likely)","K-12","Chromebook","District has technology plan (2017-18) and distance learning Chromebook distribution during COVID 2020. No confirmed pre-pandemic 1:1 launch year found; upper bound 2020.","https://www.wisd.us/departments/assistant-superintendent-for-administration/technology","https://www.wisd.us/resources/2017-2018-technology-plan","406","1509","1","0","4844960"
"Rankin County School District","MS","Brandon","2015","Fall","Yes (phased)","7-12","MacBook","1:1 Roll Out began 2015-16 SY with gr. 8-9 receiving MacBook Airs; three-year phased rollout to cover all gr. 7-12 by end of 2017-18. District 1:1 page confirms all 7-12 have MacBook Airs. Separate device for K-6 not confirmed.","https://www.rcsd.ms/resources/11","https://www.wjtv.com/news/rankin-county-8th-9th-graders-to-receive-laptops/","407","1509","1","0","2803830"
"Norwalk-La Mirada Unified","CA","Norwalk","2016","Fall","Yes (phased)","4-12","Mixed","2020 Learning Initiative: 5-year phase-in starting 2016-17 SY. Gr. 4 got in-class devices, gr. 6 and gr. 9 got take-home devices. $3M in Measure G funds. Devices include iPads, Chromebooks, iMacs. Full district 1:1 K-12 reached by 2020.","https://www.loscerritosnews.net/2016/09/06/norwalk-la-mirada-usds-technology-rollout/","https://www.nlmusd.org/apps/pages/index.jsp?uREC_ID=744173&type=d&pREC_ID=1154333","408","1506","1","0","0627690"
"Puyallup School District","WA","Puyallup","2019","Fall","Yes (phased)","K-12","Laptop","District has provided a computer for every student and staff since 2019. Gr. 4-12 take home; K-3 have classroom carts. Gr. 7-12 use Lenovo 500w Windows laptops. Full 1:1 student device program confirmed as 2019 launch.","https://www.puyallupsd.org/about-us/departments/technology/11-student-device-program","https://www.puyallup.k12.wa.us/departments/technology/empowering_puyallup_/1_1_program","409","1504","1","0","5306960"
"Alum Rock Union Elementary","CA","San Jose","2020 (by)","","Yes","K-8","Mixed","District maintains 1 device per student: TK/K get iPads; gr. 1-8 get Chromebooks with hotspots if needed. Program confirmed active but specific launch year not publicly documented; COVID-era demand noted. Upper bound only.","https://www.arusd.org/departments/business-services/information-technology","https://www.arusd.org/district/departments/instructional-services/academic-services/google-apps-for-education","410","1504","1","0","0602310"
"Val Verde Unified","CA","Perris","2013","","Yes (phased)","K-12","Chromebook","One of first Southern CA districts to go digital; Chromebook initiative began ~2013 and completed over 4 years, finishing 2017. iPads for leadership 2012; Chromebooks phased in district-wide ~2013-2017. Full 1:1 since 2017.","https://www.togglemag.com/case-studies/matt-penner-val-verde-unified-school-district/","https://www.classlink.com/case-studies/val-verde-unified-school-district","411","1503","1","0","0691135"
"Beaumont ISD","TX","Beaumont","2020 (by)","","Yes","K-12","Chromebook","Connected Classrooms 1:1 Technology Program Handbook exists (handbook date March 2020); district-issued Chromebooks/Chromebook Tablets for all students. Pre-COVID launch year not confirmed; upper bound 2020.","https://www.bmtisd.com/site/default.aspx?PageType=3&ModuleInstanceID=263&ViewID=C9E0416E-F0E7-4626-AA7B-C14D59F72F85&RenderLoc=0&FlexDataID=8648&PageID=231&Comments=true","https://resources.finalsite.net/images/v1738267760/bmtisdcom/gxvb76txe0guwtq7sukb/Beaumont_1-to-1_Technology_STUDENT_MANUAL_1_27_25_-_Google_Docs.pdf","412","1500","1","0","4809670"
"Ouachita Parish School Board","LA","Monroe","2020 (by)","","Yes (likely)","K-12","Chromebook","2020-21 Virtual Instructional Program handbook references Internet/Chromebook Guidelines; devices furnished if students lacked one. No confirmed pre-pandemic 1:1 district-wide launch; upper bound 2020.","https://s3.amazonaws.com/scschoolfiles/1815/vip_handbook_revised_august.pdf","https://www.opsb.net/departments/information-technology-tech-support","413","1500","1","0","2201200"
"Newton County School System","GA","Covington","2020 (by)","","Yes","K-12","Chromebook","District describes itself as a 1:1 district with CIPA/COPPA-compliant Chromebooks. April 2020 Chromebook checkout event for families; district-wide 1:1 confirmed but pre-pandemic launch year not found. Upper bound only.","https://www.newtoncountyschools.org/departments/public_relations/news/final_opportunity_to_check_out_chrome_books","https://www.newtoncountyschools.org/","414","1499","1","0","1303930"
"Schaumburg CCSD 54","IL","Schaumburg","2020 (by)","","Yes","EC-8","Mixed","1:1 blended learning model: EC-2 get tablets; gr. 3-8 get Chromebooks. All district-owned. Active program confirmed but specific launch year not publicly documented; upper bound only.","https://sd54.org/teaching-and-learning/innovativelearning/","https://sd54.org/technology/","415","1492","1","0","1734740"
"Allen ISD","TX","Allen","2021","Fall","Yes","K-12","Chromebook","Empower 1:1 Device Program launched 2021-22 SY. All students district-issued Chromebook; same device follows student until grade transition points (3rd/7th/9th). BYOD officially discontinued 2023-24. Tech history notes internet first in 2002.","https://www.allenisd.org/Page/61907","https://sites.google.com/allenisd.org/empower-allenisd-student/home","416","1489","1","0","4807890"
"Green Bay Area Public School District","WI","Green Bay","2013","Fall","Yes (phased)","6-12","Chromebook","Pilot launched 2013-14 SY: 3000 Chromebooks for gr. 6-12 with 4G LTE take-home access via Kajeet/Sprint SmartSpot. Reported in THE Journal Jan 2014. Later expanded district-wide.","https://thejournal.com/articles/2014/01/30/green-bay-district-supports-chromebook-deployment-with-4g-lte-for-access-on-and-off-campus.aspx","https://west.gbaps.org/library_media_center/w_h_s_chromebook_handbook","417","1487","1","0","5505820"
"Tangipahoa Parish School System","LA","Hammond","2020","Fall","Yes","K-12","Chromebook","Superintendent Stilley secured funding in 2020 to make district fully 1:1; goal was every student with a device for 2020-21 SY. Chromebooks replace traditional textbooks. Device loan agreement program in place.","https://www.hammondstar.com/news/update-from-superintendent-of-schools-melissa-stilley/article_b0fc44df-1df7-5ec0-89ba-3ed512756034.html","https://www.tangischools.org/departments/technology","418","1487","1","0","2201680"
"Central Bucks School District","PA","Doylestown","2017","Fall","Yes (phased)","7-12","Laptop","1:1 laptop program for secondary students launched ~2017-18 (\over the past four years\"" per 2021-22 parent email). COVID-19 prompted expansion to all K-12. Elementary added ~2021. Device fee: $75 per cycle (7th/10th grade).""","https://www.cbsd.org/1to12021","https://www.cbsd.org/departments/technology-innovation/1to1","419","1485","1","0","4205310"
"Conejo Valley Unified","CA","Thousand Oaks","2020 (by)","","Yes","K-12","Chromebook","District-wide 1:1 Chromebook program exists for all students; summer 2021 students kept devices over summer. 4th-5th grade Take-Home Chromebook Initiative. Specific first-launch year not confirmed in public sources; upper bound only.","https://www.conejousd.org/departments-services/technology-services","https://sites.google.com/learn.conejousd.net/tohslancerlibrary/11-chromebook-initiative","420","1485","1","0","0609640"
"Cicero SD 99","IL","Cicero","2016","Fall","Yes","K-8","Chromebook","Goal was 1:1 from first day of 2016-17; infrastructure overhauled summer 2016. 13000 Acer Chromebook R 11 devices deployed. Previously only 3000 MS Surface tablets. ~150 teachers became Google Certified Educators post-rollout.","https://edtechmagazine.com/k12/article/2017/12/infrastructure-revamp-cicero-99-changed-culture-learning","https://www.k12dive.com/news/suburban-chicago-district-overhauls-approach-to-learning-via-e-rate-funds/512869/","421","1482","1","0","1710200"
"Edmonds School District","WA","Edmonds","2016","Fall","Yes (phased)","3-12","Chromebook","2016 Technology/Capital Levy passed Feb 2016 ($59M, 4-yr); funded Chromebooks for all gr. 3-12 (gr. 3-6 school-use; gr. 7-12 take-home). K-2 get shared classroom sets. G Suite for all students. Pilot projects preceded levy.","https://myedmondsnews.com/2016/02/initial-results-show-edmonds-school-district-levy-passing/","https://www.edmonds.wednet.edu/our-district/departments/technology","422","1477","1","0","5302400"
"Everett School District","WA","Everett","2020","Fall","Yes","K-12","Chromebook","As of fall 2020 every Everett student has daily access to a device; Technology to Go initiative provided free Chromebooks Apr 2020 during COVID. District confirmed full 1:1 for 2020-21 SY. Middle school all-Chromebook confirmed.","https://everettleader.com/2020/04/01/schools-equipping-students-with-chromebooks-for-at-home-study/","https://www.everettsd.org/domain/4562","423","1473","1","0","5302670"
"Tempe School District","AZ","Tempe","2022","February","Yes (phased)","K-8","Mixed","1:1 Access Rollout announced with devices distributed starting Feb 6 (2022); K students get iPads; gr. 1-5 get Chromebooks; by end of following SY all elementary students covered. Gr. 6-8 take-home Chromebooks already in place prior.","https://www.tempeschools.org/schools/elementary-schools-k-5/carminati-elementary/1-1-access-to-technology","https://www.tempeschools.org/resources/technology/student-devices","424","1459","1","0","0408310"
"Northshore School District","WA","Bothell","2018","","Yes","2-12","Chromebook","Technology Levy approved 2018 brought all schools to 1:1 computing ratio. Gr. 2-12 assigned a Chromebook for school and home use. Board unanimously approved Chromebook modernization plan. K-1 not included in take-home program.","https://citizensfornorthshoreschools.org/news/","https://www.nsd.org/our-district/departments/technology/student-technologies","425","1457","1","0","5305910"
"Madison County Schools","AL","Huntsville (suburbs)","2019 (by)","Fall","Partial","HS (initial)","Laptop/Chromebook","Oct 2019 WHNT article: district invested $1.48M in 'Tech Connect' program, growing HS laptops from 75 to 300; prior access via cart/reservation. Not yet 1:1 district-wide; Madison City Schools (separate district) has 1:M 1:1 since 2014-15. Madison County Schools (mcssk12) is the rural county district — Tech Connect is cart/shared expansion, not full 1:1.","https://whnt.com/news/new-madison-county-schools-program-gives-more-students-laptop-access/","","426","1457","1","0","0102220"
"North Kansas City Schools 74","MO","Kansas City","2009","Fall","Yes (phased)","9-12 (initial); later K-12","Laptop (HP MiniNote); later iPad K-8","Fall 2009: HP MiniNote laptops deployed to all 4 high schools (~5600 devices) — first year of student 1:1. Now laptops for HS, iPads for K-8. Timeline documented on Timetoast by NKCS.","https://www.timetoast.com/timelines/nkcs-11-student-laptop-initiative","https://www.nkcschools.org/families/technology","427","1449","1","0","2922800"
"School District 27J","CO","Brighton","2020 (by)","","Yes","K-12","Chromebook","All 27J students use Chromebooks (One-2-Web program); 2021 bond ($515M) supported tech expansion. No pre-2020 firm launch year found; COVID-era evidence of district-wide rollout. Marked as upper bound 2020.","https://www.sd27j.org/departments/technology/student-chromebooks","","428","1449","1","0","0802580"
"Reading SD","PA","Reading","2020 (by)","","Yes (likely)","MS (confirmed)","Chromebook","Reading SD technology page confirms Chromebooks available to all middle school students; damage/loss fee policy in place. Specific launch year not confirmed but COVID-era rollout evident. Upper bound 2020.","https://www.readingsd.org/technology","","429","1445","1","0","4220040"
"Olentangy Local SD","OH","Lewis Center","2020 (by)","","Yes (likely)","K-12","Chromebook","District manages ~18,000 devices; BYOD 'Power Up' program for grades 5-12; district Chromebooks for all. COVID-era expansion confirmed but specific year of district-wide 1:1 not documented in public sources. Upper bound 2020.","https://www.olentangy.k12.oh.us/departments/technology/power-up-olentangy-bring-your-own-device","","430","1442","1","0","3904676"
"Plymouth-Canton Community Schools","MI","Plymouth","2013","Fall","Yes","K-12","Chromebook (3-12); iPad (K-2)","2013: adopted Chromebooks for grades 3-12 and iPads for K-2; branded 'Always On Learning'; also adopted G Suite 2013. One of the earlier large-district full K-12 1:1 rollouts.","https://sites.google.com/a/pccsk12.com/always-on-learning/vision/devices","https://www.pccsk12.com/about-p-ccs/departments/teaching-learning/technology","431","1436","1","0","2628560"
"Phoenix Elementary District","AZ","Phoenix","","","","K-8","","No confirmed 1:1 or near-1:1 program found in public sources. District passed bond/override for technology, employs tech professionals, but no documented take-home or per-student device program. K-8 only district downtown Phoenix.","https://www.phxschools.org/","","432","1432","1","0","0406300"
"Randolph County Schools","NC","Asheboro","2020 (by)","","Yes (likely)","K-12","Chromebook","District has BYOT (Bring Your Own Technology) guidelines and Chromebook distribution; 2021 digital inclusion effort distributed 23 Chromebooks to school/library/YMCA. No firm pre-2020 1:1 launch date found. Upper bound 2020.","https://www.randolph.k12.nc.us/page/bring-your-own-technology","","433","1428","1","0","3703780"
"Red Clay Consolidated School District","DE","Wilmington","2015","","Yes (phased)","K-12","Chromebook","2015 referendum raised $26M for technology; phased rollout launched 2015; 15,000 Chromebooks in student hands as result. Students in grades 2-12 each assigned own Chromebook; grades 4-12 can take home.","https://togglemag.com/case-studies/kristine-bewley-red-clay-consolidated-school-district/","https://www.redclayschools.com/students-families/technology-support/chromebooks","434","1425","1","0","1001300"
"Allentown City SD","PA","Allentown","2020 (by)","","Yes (likely)","6-12 (partial)","Chromebook","Dec 2022 board debate on $88K Chromebook purchase for MS students; 2025 Verizon Innovative Learning partnership added 4,470 devices to 5 schools. No confirmed district-wide 1:1 before 2022. Upper bound 2020 given pandemic distribution evidence.","https://www.wfmz.com/news/area/lehighvalley/chromebook-purchase-stirs-debate-among-asd-school-board-members/article_f75228f6-7d02-11ed-9b8c-c760c04e0697.html","","435","1424","1","0","4202280"
"Putnam City Schools","OK","Oklahoma City","2021 (by)","","Yes","K-12","iPad","District is proudly 1:1 with iPads for every student (K-12); funded by 2020 Bond passed by patrons. COVID-era device checkout page also exists. Rollout likely 2021 post-bond. Upper bound 2021.","https://www.putnamcityschools.org/page/student-11-technology","https://www.putnamcityschools.org/covid-19-awareness-information/11-device-information","436","1423","1","0","4025290"
"Etiwanda School District","CA","Rancho Cucamonga","2020 (by)","","Yes (likely)","K-8","Chromebook","District provided Chromebooks plus instructional materials for 2020-21 SY; dedicated ESD Technology Department for Chromebooks exists (work.etiwanda.org/chromebooks/). No pre-2020 firm 1:1 date found. Upper bound 2020.","http://work.etiwanda.org/chromebooks/","","437","1421","1","0","0612960"
"Antioch Unified","CA","Antioch","2020","April","Yes (likely)","K-12","Laptop","April 2020: staff distributed 2,500+ laptops (donated + school-owned) for COVID distance learning; full distance learning 2020-21. No confirmed pre-pandemic 1:1 program. COVID-driven rollout.","https://antiochherald.com/2020/04/antioch-school-district-distributing-over-2500-laptops-to-students-for-online-learning/","","438","1419","1","0","0602850"
"Ventura Unified","CA","Ventura","2020","Fall","Yes","K-12","Chromebook","Opened fall 2020 as 100% distance learning; all students received district-issued Chromebook; VUSD is a 1:1 district. No pre-2020 1:1 program found. COVID-driven initial rollout maintained as permanent 1:1.","https://www.venturausd.org/services/business-services/technology-services","","439","1412","1","0","0640980"
"Harlingen CISD","TX","Harlingen","2020 (by)","","Yes (likely)","K-12","Mixed (Chromebook/laptop)","HCISD offers portable devices for instructional use; STEM² Prep Academy (launched 2018-19) has 1:1. No documented district-wide 1:1 launch year pre-2020. Texas TEA 2018-19 technology lending report confirms devices on hand. Upper bound 2020.","https://www.hcisd.org/student-technology","https://tea.texas.gov/system/files/089%20Harlingen%20CISD.pdf","440","1408","1","0","4822530"
