"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"KALISPELL ELEM","MT","Kalispell","2020 (by)","","Yes (likely)","","Chromebook","Kalispell Public School District 5; Chromebooks provided to virtual/online learning students; no firm 1:1 district-wide program launch year found; upper bound 2020","https://www.sd5.k12.mt.us/kps-online-learning-grades-1-6","https://www.sd5.k12.mt.us/departments/information-technology","2479","301","1","0","3015450"
"PRAIRIE-HILLS ESD 144","IL","Markham","2020 (by)","","Yes (likely)","K-8","laptop","District had near-1:1 environment with 2,500+ desktop/laptop computers; received $900K+ competitive laptop grant for 2011-12; Chromebook use references found; no firm 1:1 take-home program launch year confirmed","https://www.phsd144.net/departments/technology","","2480","301","1","0","1724720"
"FREEPORT SD 145","IL","Freeport","2020 (by)","","Yes","K-12","Chromebook","Confirmed Chromebook use with G Suite for Education; students log in with district Google accounts; district-wide program in place; no specific launch year found; upper bound 2020","https://www.fsd145.org/domain/21","https://www.fsd145.org/for-parents/chromebooks-and-system-logins/general-care-of-chromebooks","2481","301","1","0","1715900"
"VALLEY CENTER-PAUMA UNIFIED","CA","Valley Center","2020 (by)","","Yes (likely)","","Chromebook","Device agreement/Chromebook insurance referenced on HS website; rural high-poverty district; no specific 1:1 launch year found; upper bound 2020","https://vchs.vcpusd.org/pf4/cms2/view_page?d=x&group_id=1522741222869&vdid=i12ug1uasp1dn","https://www.vcpusd.org/o/vcpusd/page/educational-technology-information-services","2482","301","1","0","0600069"
"KINGSVILLE ISD","TX","Kingsville","2020 (by)","","Yes (likely)","","Chromebook","District has technology department; Emergency Broadband Benefit page referenced 2021; no specific 1:1 launch year found; upper bound 2020","https://www.kingsvilleisd.com/apps/pages/index.jsp?uREC_ID=252773&type=d&pREC_ID=2163187","https://www.kingsvilleisd.com/","2483","300","1","0","4825680"
"LICKING HEIGHTS LOCAL","OH","Pataskala","2020","","Yes","K-12","Chromebook","$960K Facebook/Meta COVID-19 grant funded 2,000 Chromebooks for 1:1 environment in 2020; COVID-driven rollout; pre-COVID status unclear","https://www.10tv.com/article/news/local/facebook-grants-960000-licking-heights-local-schools-part-covid-19-relief-efforts-2020-jun/530-2cb3f2ab-a88d-4415-93b6-4fd3314fc27f","https://www.lhschools.org/Downloads/Chromebook%20RFP.pdf","2484","300","1","0","3904800"
"VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT","NY","Valley Stream","2020 (by)","","Yes (likely)","PK-6","Chromebook","District has innovation labs and technology-integrated classrooms; sixth graders in digitally engaged classrooms; no specific 1:1 launch year found; upper bound 2020","https://valleystream13.com/departments/technology/","https://valleystream13.com/lets-get-digital/","2485","300","1","0","3629430"
"MARQUARDT SD 15","IL","Glendale Heights","2020 (by)","","Yes","K-8 (K-2 school; 3-8 take-home)","Chromebook","K-2 Chromebooks kept at school in charging carts; grades 3-8 take home daily; free with no cost to students; Google Workspace used; no specific launch year found; upper bound 2020","https://www.d15.us/district/departments/teaching-and-learning","","2486","300","1","0","1724780"
"KEPPEL UNION ELEMENTARY","CA","Pearblossom","2020 (by)","","Yes (likely)","","Chromebook","Small rural California district; CA Bridging Digital Divide Fund targeted similar small rural districts; no specific 1:1 launch year found; upper bound 2020","https://www.keppelunion.org/","","2487","300","1","0","0619440"
"FILLMORE UNIFIED","CA","Fillmore","2020 (by)","","Yes","K-8","Chromebook","Gaggle case study confirms 1:1 Chromebook rollout K-8 (Gaggle partnership Jan 2020); Microsoft 365 since 2015; no specific Chromebook 1:1 launch year confirmed; upper bound 2020","https://www.gaggle.net/case-studies/fillmore-unified-school-district","https://www.fillmoreusd.org/apps/pages/index.jsp?uREC_ID=369897&type=d&pREC_ID=831968","2488","300","1","0","0613800"
"CHENEY SCHOOL DISTRICT","WA","Cheney","2018","Fall","Yes (phased)","HS first (2018); expanding","Chromebook","500+ Chromebooks deployed at Mill Lake High School in Oct 2018; Cheneyfreepress.com article confirms 2018 rollout; phased district-wide expansion","https://www.cheneyfreepress.com/story/2018/10/18/education/ml-chromebook-program-taps-into-future/23685.html","https://www.cheneysd.org/","2489","299","1","0","5301230"
"MARBLE FALLS ISD","TX","Marble Falls","2014","Fall","Yes (phased)","10-12 first; full district phased","Chromebook","Bond approved May 2014 funded Chromebooks; 10th-12th grade received Chromebooks first (2013-14 planning/2014-15 launch); Spark Learning program; phased rollout to all grades","https://www.dailytrib.com/2013/11/26/new-technology-opens-world-learning-marble-falls-isd-students/","https://www.dailytrib.com/2015/05/06/mfhs-faces-internet-security-questions-with-laptop-take-home-program/","2490","299","1","0","4829010"
"LUMBERTON ISD","TX","Lumberton","2020 (by)","","Yes (likely)","","Chromebook","District has curriculum/technology departments; no specific 1:1 launch year found via web search; upper bound 2020","https://www.lumbertonisd.org/","","2491","299","1","0","4813530"
"SPRING GROVE AREA SD","PA","Spring Grove","2020 (by)","","Yes (likely)","","Chromebook","District has Technology Services department with Instructional Tech Specialist; Comprehensive Plan 2019-2022 referenced; no specific 1:1 launch year found; upper bound 2020","https://www.sgasd.org/departments/technology","","2492","299","1","0","4222590"
"CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT","NY","Churchville","2020 (by)","","Yes","K-12 (5-12 take-home; K-4 school use)","Chromebook","All students K-12 have 1:1 Chromebook access; grades 5-12 issued take-home device; optional protection plan; no specific launch year found; upper bound 2020","https://www.cccsd.org/departments/information-technology/student-devices","https://www.cccsd.org/Student11Devices.aspx","2493","299","1","0","3607530"
"CASTLEBERRY ISD","TX","Fort Worth","2010","Fall","Yes (phased)","AP students first 2010-11; expanded grade by grade; PK-12 complete by 2020","mixed","Connected Learning Program: AP students netbooks 2010-11; expanded to 10th-12th by 2012-13; 8th-12th by 2013-14; COVID expanded PK-3 in 2020; PK-1 iPads, 2nd-8th Chromebooks, 9th-12th Windows netbooks","https://www.castleberryisd.net/departments/tli/innovation/studentdevices","https://digitalpromise.org/district/castleberry-independent-school-district/","2494","298","1","0","4813170"
"KINGS LOCAL","OH","Kings Mills","2020 (by)","","Yes","K-12","Chromebook","Kings Local Schools confirmed 1:1 Chromebook status; no specific launch year documented; upper bound 2020","https://www.kingslocal.net/","","2495","298","1","0","3905043"
"SALEM SCHOOL DISTRICT","NH","Salem","2020 (by)","","Yes","K-12","Chromebook","Every student provided a district Chromebook; IT dept prepares/delivers 1,000 Chromebooks per summer cycle; no specific 1:1 launch year found; upper bound 2020","https://sau57.org/home-10","https://sau57.org/","2496","298","1","0","3306060"
"PINCKNEY COMMUNITY SCHOOLS","MI","Pinckney","2020 (by)","","Yes (likely)","","Chromebook","District has Chromebook Information and Helpdesk-Chromebook Repairs resources on website; no specific 1:1 launch year found; upper bound 2020","https://www.pinckneypirates.org/","","2497","298","1","0","2628140"
"WOODFORD COUNTY","KY","Versailles","2020 (by)","","Yes","K-12","mixed","1:1 technology program for K-12; students receive Chromebooks, iPads in various grades; Intelligent Classrooms and Touch Displays also in use; no specific launch year found; upper bound 2020","https://woodford.kyschools.us/technology","","2498","298","1","0","2106000"
"BOWLING GREEN INDEPENDENT","KY","Bowling Green","2016","","Yes (phased)","4th-12th expanded 2020","Chromebook","District described as having 1-to-1 computing environment for a decade (as of 2020 article); 2020 article says expanded to grades 4-12 for 2020-21 SY; decade back implies ~2010-2016 start; June 2020 BG Daily News article","https://bgdailynews.com/2020/06/18/city-schools-expand-initiative-to-offer-students-free-chromebooks/","https://www.bgreen.kyschools.us/","2499","298","1","0","2100570"
"PLEASANT VALLEY COMM SCHOOL DISTRICT","IA","Bettendorf","2020","Fall","Yes (phased)","7-12 from fall 2020; K-6 assessed separately","Chromebook","Return to Learn plan: each 7-12 grade student received PV-issued Chromebook for 2020-21 SY; K-6 assessed on need basis; Bettendorf area district","https://www.pleasval.org/return-to-learn/return-to-learn-technology","https://www.pleasval.org/","2500","298","1","0","1923110"
"Victor Central School District","NY","Victor","2020 (by)","","Yes (likely)","3-12","Chromebook","upper bound; district website describes grades 3-12 1:1 Chromebook program with K-2 classroom sets; Mainline case study documents wireless upgrade to support 1:1 but no launch year given; no dated source found for launch","https://www.victorschools.org/departments/technology/chromebook-information","https://mainline.com/case-studies/victor-central-school-district/","2501","328","1","0","3629640"
"Foxborough","MA","Foxborough","2020 (by)","","Yes","K-12","Chromebook","upper bound; district website confirms K-12 1:1 Chromebook program (K-6 classroom-stored, 7-12 take-home); no dated launch year found","https://www.foxborough.k12.ma.us/students___families/technology","","2502","311","1","0","2504950"
"Wyoming County Schools","WV","Pineville","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; Wyoming County BOE website active; no specific 1:1 launch year found via web search; WV statewide device distributions occurred 2020+ under ESSER","https://boe.wyom.k12.wv.us/","","2503","297","1","0","5401650"
"Lake Dallas ISD","TX","Lake Dallas","2020","August","Yes","K-12","Chromebook","secondary distribution Aug 19-21 (2020), then elementary; district moved to 1-to-1 model","https://www.ldisd.net/site/default.aspx?PageType=3&DomainID=10&ModuleInstanceID=613&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=13985&PageID=13","","2504","297","1","0","4826430"
"Elizabethtown Area SD","PA","Elizabethtown","2018","September","Yes (phased)","Gr. 4-12 (initial); later expanded to Gr. 1+","Chromebook","September 2018 launch of 1:1/Personalized Learning Initiative for grades 4-12; multi-year rollout; grades 1-3 added subsequently","https://www.etownschools.org/academics/easd-one-to-one-1-1-personalized-learning-initiative","https://www.etownschools.org/Page/10928","2505","297","1","0","4209120"
"Claremore","OK","Claremore","2021 (by)","","Yes","K-12","Chromebook","upper bound; device distribution page exists with procedures as of Aug 2021; no earlier dated launch source found","https://www.claremore.k12.ok.us/page/device-distribution","","2506","297","1","0","4007740"
"Logan-Hocking Local","OH","Logan","2014","Fall","Yes (phased)","Gr. 7-12","Laptop","Fall 2013 board presentation for 1:1 devices gr. 7-12; Ohio auditor report (FY2014) documents the initiative in operation; ~1,800 students; device type listed as computers/laptops (not specifically Chromebook)","https://ohioauditor.gov/auditsearch/Reports/2015/Logan-Hocking_LSD_14-Hocking.pdf","https://ohioauditor.gov/auditsearch/Reports/2014/Logan_Hocking_LSD_13-Hocking_CAFR.pdf","2507","297","1","0","3904424"
"Wyandotte School District of the City of","MI","Wyandotte","2016","","Yes","Gr. 5-12","Chromebook","program funded by 2016 Wayne County Enhancement Millage vote; 5th-12th grade students receive district Chromebook for school and home use","https://www.wyandotte.org/departments/technology/1-to-1-student-technology/faq","","2508","297","1","0","2636540"
"Johnson County","KY","Paintsville","2020","","Yes","K-12","Chromebook","COVID-era ESSER-funded 1:1 Chromebook rollout; district achieved 1:1 ratio for all grades including elementary via ESSER funds; prior to COVID did not have 1:1","https://www.johnson.k12.ky.us/o/johnson-county-schools/article/138363","","2509","297","1","0","2103060"
"Sunman-Dearborn Com Sch Corp","IN","Sunman","2017","Fall","Yes (phased)","Gr. 6-8 (initial)","Chromebook","fall 2017-18 school year launch for grades 6-8 (Dell Chromebook 11); parent information meeting May 2, 2017; part of district strategic plan","https://ecms.sunmandearborn.k12.in.us/document-library/chromebook-1-1-program/537-parent-information-meeting-slide-show/file","","2510","297","1","0","1811190"
"Marion CUSD 2","IL","Marion","2020","August","Yes","K-12","Chromebook","August 2020 1:1 Chromebook rollout for K-12 students; coincided with COVID-19 pandemic; district became Google for Education district at same time","https://en.wikipedia.org/wiki/Marion_Community_Unit_School_District_2","","2511","297","1","0","1724600"
"Upper Saint Clair SD","PA","Upper Saint Clair","2015","","Yes (phased)","MS then K-12","iPad then Chromebook","1:1 iPad program (Project Connect) for middle school began ~2015; later expanded to K-12 with Chromebooks; all students now have district Chromebook","https://www.uscsd.k12.pa.us/academics/chromebooks","","2512","296","1","0","4224570"
"North Hills SD","PA","Pittsburgh","2020 (by)","","Yes","K-12","iPad","district provides iPads to K-8 students; high school transitioned to Dell laptops in 2024-25; no specific launch year for full K-12 1:1 found; program active by 2020-21","https://www.nhsd.net/departments/technology","","2513","296","1","0","4217220"
"Niskayuna Central School District","NY","Niskayuna","2018","Fall","Yes (phased)","Gr. 6-12 (initial)","Chromebook","fall 2018-19 school year launch for incoming 6th graders; handbook/agreement document dated July 2018; info sessions held July 25 and Aug 2, 2018","https://www.niskayunaschools.org/chromebook-handbook-agreement-info-sessions-for-sixth-grade-families/","https://www.niskayunaschools.org/wp-content/uploads/2018/07/Niskayuna1to1ChromebooHandbookAgreement-1.pdf","2514","296","1","0","3620880"
"Washington","MO","Washington","2020 (by)","","Yes","K-12","Chromebook","district distributed 2,700 Chromebooks to all schools including elementary; previously had HS-only program; full K-12 expansion occurred (year not confirmed precisely but consistent with 2020-21 era)","https://www.washington.k12.mo.us/49122_3","","2515","296","1","0","2931110"
"Falmouth","MA","Falmouth","2015","Fall","Yes","K-12","Chromebook","full 1:1 Chromebook program launched 2015-16 school year; followed pilot at Morse Pond and testing at Lawrence School; enabled by Digital Connections Partnership Grant for wireless infrastructure summer 2015","https://www.falmouth.k12.ma.us/academics/digital_learning/digital_learning","https://www.capenews.net/falmouth/news/falmouth-schools-update-chromebook-policies-still-no-screen-time-reports/article_132537a4-7b49-5202-80d7-2bb2cbea127a.html","2516","296","1","0","2504860"
"Garrett County Public Schools","MD","Oakland","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district has established Chromebook program; no specific 1:1 launch year found via web; GCPS IT page exists; likely expanded during COVID era","https://www.gcps.net/o/gcps/page/information-technology","","2517","296","1","0","2400360"
"Fayette County School Corp","IN","Connersville","2017","","Yes","Gr. 2-12","Chromebook","1:1 Computing program implemented in 2017; grades 2-12 assigned take-home Chromebook; K-1 have classroom access (1:Web model)","https://www.fayette.k12.in.us/page/responsible-use-of-technology","","2518","296","1","0","1803510"
"Minidoka County Joint District","ID","Rupert","2016","","Yes (phased)","HS then MS","Laptop","Freshman laptop program began ~2015-16 (referenced as 3 years old in Dec 2018 article); by 2020 expanded to all HS then MS students; Idaho state initiative provided HS laptops from 2013","https://www.kivitv.com/news/minidoka-county-school-district-expanding-device-program-to-middle-schoolers","https://magicvalley.com/community/mini-cassia/news/minidoka-schools-rearrange-priorities-to-give-all-high-school-students-a-laptop/article_f8722234-f8f9-5bd0-b56b-b550413e085b.html","2519","296","1","0","1602190"
"Farmington School District","CT","Farmington","2020 (by)","","Yes","Gr. 3-12","Chromebook","upper bound; district website confirms grades 3-12 take-home 1:1 Chromebook model transitioned from cart-based; no specific launch year found","https://fpsct.org/district-departments/technology-services/","","2520","296","1","0","0901560"
"Adams County/Ohio Valley Local","OH","West Union","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district has Chromebook troubleshooting page; no specific 1:1 launch year found; program established but undated","https://www.ovsd.us/o/ovsd/page/chromebook-troubleshooting","","2521","295","1","0","3906190"
"West Carrollton City","OH","West Carrollton","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district website active; no specific 1:1 launch year found via web search","https://www.westcarrolltonschools.com/","","2522","295","1","0","3904505"
"Union-Endicott Central School District","NY","Endicott","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district website active; no specific 1:1 launch year found via web search","https://www.uek12.org/","","2523","295","1","0","3610710"
"Lawrence Township Public Schools","NJ","Lawrenceville","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district confirmed 1:1 device program; no specific launch year found via web search","https://www.ltps.org/","","2524","295","1","0","3408400"
"Burlington Township Board of Education","NJ","Burlington","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; Burlington County districts replaced end-of-life Chromebooks as of 2022; no specific launch year for Burlington Township found","https://www.burltwpsch.org/","","2525","295","1","0","3402460"
"Northfield Public School District","MN","Northfield","2013","August","Yes","6-12","iPad","Transformational Technology initiative: iPad 2 distributed to all MS and HS students beginning August 15 2013 for 2013-14 school year","https://patch.com/minnesota/northfield/northfield-students-to-get-ipads-beginning-aug-15","https://www.southernminn.com/northfield_news/news/article_4a6f2151-1fbc-5a9a-ab4e-c5bfe50ca0e3.html","2526","295","1","0","2723880"
"Garden City Public Schools","MI","Garden City","2016 (by)","","Yes (likely)","Gr. 5-12","Chromebook","upper bound; Wyandotte (neighboring district) used 2016 Wayne County Millage for 1:1; Garden City likely similar timing; no specific dated launch found","https://www.gardencityschools.com/departments/technology-department","","2527","295","1","0","2615540"
"RSU 06/MSAD 06","ME","Buxton","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; Bonny Eagle district website active; no specific 1:1 launch year found via web search","https://bonnyeagle.org/","","2528","295","1","0","2311790"
"Union Elementary District","AZ","Tolleson","2020 (by)","","Yes (likely)","K-8","Chromebook","upper bound; Union Elementary SD #62 website active in Tolleson AZ; no specific 1:1 launch year found via web search","https://www.unionesd.org/","","2529","295","1","0","0408820"
"Mineral County Schools","WV","Keyser","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; WV statewide device distributions; no specific launch year for Mineral County found via web search","https://www.boe.mine.k12.wv.us/","","2530","294","1","0","5400870"
"Bristol","TN","Bristol","2020 (by)","","Yes","Gr. 3-12","Laptop","all BTCS students grades 3-12 provided a laptop; no specific launch year found; program well-established; likely pre-dates or concurrent with COVID","https://www.btcs.org/","https://btcs.ss18.sharpschool.com/departments/technology","2531","294","1","0","4700360"
"Easton","MA","Easton","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district confirmed 1:1 Chromebook program; no specific launch year found via web search; program active by 2020-21","https://eastonmaschools.org/technology/","","2532","294","1","0","2504620"
"Dartmouth","MA","Dartmouth","2020 (by)","","Partial","MS+","Chromebook","upper bound; district purchased 330 Chromebooks split between elementary schools and middle school (not full 1:1); grades 1-5 DeMello school received Chromebooks + iPads; unclear if full 1:1 achieved district-wide; partial designation","https://dartmouth.theweektoday.com/node/24512","https://www.dartmouth.school/our-district/departments/technology-services","2533","294","1","0","2504020"
"Turner-Kansas City","KS","Kansas City","2020 (by)","","Yes (likely)","K-12","Mixed (MacBook/iPad)","upper bound; district confirmed device program with MacBooks, iPads, PCs; no Chromebook-specific 1:1 found; over 2,200 MacBooks and 2,000 iPads in district","https://www.turnerusd202.org/departments/technology","","2534","294","1","0","2012360"
"Greenwood Community Sch Corp","IN","Greenwood","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district website has technology page; no specific launch year found; COVID-era distributions likely","https://www.gws.k12.in.us/page/technology","","2535","294","1","0","1804110"
"Salida Union Elementary","CA","Salida","2020 (by)","","Yes (phased)","Gr. 6-8","Chromebook","6th-8th grade students assigned take-home Chromebook; elementary students have classroom devices; no firm launch year found","https://www.salida.k12.ca.us/60504_2","","2536","294","1","0","0633900"
"Amador County Unified","CA","Jackson","2017","","Yes","K-12","Mixed (Mac/iPad)","since 2017 Amador County Unified has been a 1:1 district with Mac laptops and iPads for all students","https://www.usnews.com/education/k12/california/districts/amador-county-unified-102442","","2537","294","1","0","0602450"
"Chambers County","AL","Lafayette","2022 (by)","","Yes","Not specified","Chromebook","In April 2022 district announced expansion to two-to-one (one at school one at home); existing 1:1 program was already in place; 2022 is upper bound for original 1:1 launch","https://www.valleytimes-news.com/2022/04/new-chromebooks-to-allow-ccsd-students-to-keep-one-at-school-and-one-at-home/","https://www.chambersk12.org/","2538","294","1","0","0100600"
"South Kingstown","RI","Wakefield","2015","","Yes (phased)","HS first then MS","Laptop","Superintendent Stringfellow proposed 1:1 laptop at SKHS in 2015-16 budget; high school 1:1 and grades 5-8 device program implemented","https://www.golocalprov.com/news/south-kingstowns-stringfellow-named-ri-superintendent-of-the-year","https://www.skschools.net/","2539","293","1","0","4401020"
"North Kingstown","RI","North Kingstown","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district has Chromebook program at all levels (elementary, middle, HS); distance learning resources from spring 2020; no specific 1:1 launch year found","https://www.nksd.net/page/technology-department","","2540","293","1","0","4400750"
"Currituck County Schools","NC","Currituck","2019","","Yes (phased)","Gr. 6-12","Chromebook","2019-20 parent-student Chromebook agreement found; students grades 6-12 issued Chromebook at CCMS, MMS, and CCHS; earliest firm evidence is 2019-20 SY","https://docs.google.com/document/d/1vX9tM97PPRhmHmBZhnh3JVYhEDdu0Js-j_OeAHFvfZI/view","https://www.currituck.k12.nc.us/departments/technology","2541","293","1","0","3701080"
"Oswego City School District","NY","Oswego","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district deploys devices to every student; no specific launch year found; 2022-2025 technology plan references Smart Schools Bond Act for instructional technology","https://www.oswego.org/districtpage.cfm?pageid=725","","2542","293","1","0","3622050"
"Moorestown Township Public School District","NJ","Moorestown","2020 (by)","","Yes","Gr. 4-12","Mixed (Chromebook/iPad/laptop)","upper bound; 1-to-1 device program for grades 4-12; 2024-25 student agreement available; program referenced a 2019-2022 Technology Plan; no specific launch year pinned","https://www.mtps.com/student/1-to-1_laptops","","2543","293","1","0","3410710"
"Churchill County School District","NV","Fallon","2020 (by)","","Yes","K-12","Chromebook","upper bound; grades 2-12 take Chromebook home daily; K-1 have school-only access; no specific launch year found","https://www.churchillcsd.com/families-students/student-resources/chromebook-connectivity","","2544","293","1","0","3200030"
"Oxford School District","MS","Oxford","2017","","Yes","K-12","Mixed (Mac/iPad)","since 2017 Oxford School District has been 1:1; Mac laptops and iPads used; student Chromebooks also referenced on G Suite platform","https://www.oxfordsd.org/about-us/about-our-district","","2545","293","1","0","2803450"
"Alpena Public Schools","MI","Alpena","2021 (by)","","Yes (phased)","6-12","Chromebook","Started 1:1 with 6th graders at Thunder Bay JH; April 2021 plan announced to give 6th graders Chromebooks to keep through graduation; 2021 is upper bound","https://www.thealpenanews.com/news/local-news/2021/04/new-tech-plan-would-allow-students-to-keep-laptops/","https://www.thealpenanews.com/news/local-news/2020/08/recent-tech-upgrades-help-districts-in-pandemic/","2546","293","1","0","2602730"
"Dunlap CUSD 323","IL","Dunlap","2017","Fall","Yes (phased)","Gr. 4-8 (initial)","Chromebook","fall 2017 launch for grades 4-8; district blog and 1:1 implementation plan document preparation in summer 2017; parent information meetings held August 2017","https://sites.google.com/a/dunlapcusd.net/1-1-technology-initiative","http://blogs.dunlapcusd.net/d323/","2547","293","1","0","1712700"
"Ocean View","CA","Huntington Beach","2020 (by)","","Yes (likely)","K-8","Chromebook","upper bound; Ocean View SD is K-8 Huntington Beach district; Chromebooks referenced in community reviews; no specific 1:1 launch year found","https://www.ovsd.org/","","2548","293","1","0","0628170"
"Central Falls","RI","Central Falls","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; Central Falls SD website confirms technology department; no specific 1:1 launch year found; COVID-era distributions likely","https://www.cfschools.net/page/data-and-technology","","2549","292","1","0","4400120"
"Duncan","OK","Duncan","2017","August","Yes","K-12","Chromebook","August 2017 Chromebook distribution to all students; KSWO news article confirms district-wide rollout; all students to have Chromebook by end of first semester 2017-18","https://www.duncanps.org/page/chromebooks","https://www.kswo.com/story/36202536/duncan-public-schools-begins-passing-out-chromebooks-to-all-students/","2550","292","1","0","4010290"
"DeKalb Co Ctl United Sch Dist","IN","Auburn","2020","Fall","Yes","K-12","Chromebook","2020-21 SY: all K-12 students received Chromebook per WJLE Radio; phased earlier: HS first ~3 yrs prior (c.2017), then MS, then elem; K-12 district-wide 2020","https://www.wjle.com/news/dekalb-school-district-to-provide-chromebooks-to-k-12-students/","https://www.dekalbcentral.net/219293_2","2551","292","1","0","1801590"
"Cucamonga Elementary","CA","Rancho Cucamonga","","","Yes (likely)","K-8","Chromebook","district uses Chromebooks (Rancho Cucamonga MS handbook references Chromebook purchases); no firm launch year found in web search","https://www.cuca.k12.ca.us/11188_3","","2552","292","1","0","0616300"
"San Elizario ISD","TX","San Elizario","","","Yes (likely)","K-12","Chromebook","district technology dept referenced; COVID-era device access likely; no firm year or dated source found","https://www.seisd.net/departments/technology","","2553","291","1","0","4838850"
"Rhea County","TN","Dayton","","","Yes (likely)","K-12","Chromebook","district has active Chromebook program with insurance/opt-out info; no firm launch year found in web search","https://www.rheacounty.org/technology","","2554","291","1","0","4703510"
"Anson County Schools","NC","Wadesboro","","","Yes (likely)","K-12","Chromebook","Chromebook Assistance page on district site; COVID-era distribution likely; no firm year found","https://www.ansonschools.org/District/Department/4-Technology/News/7538-Chromebook-Assistance.html","","2555","291","1","0","3700180"
"Roosevelt Union Free School District","NY","Roosevelt","","","Yes","1-12","Chromebook","district has 1:1 Chromebook program grades 1-12; students keep devices over summer; no firm launch year found in web search","https://www.rooseveltufsd.org/","","2556","291","1","0","3624990"
"Agawam","MA","Agawam","2021","","Yes","K-12","Chromebook","March 2021 tech update references replacing Chromebooks in multiple grades for 2021-22 SY; 1:1 program operational K-12 by 2021","https://www.agawamed.org/article/428201","","2557","291","1","0","2501800"
"Jerome Joint District","ID","Jerome","2021","Fall","Yes","9-12","Chromebook","RamPage student newspaper confirms first-ever 1:1 rollout to all J-DHS students on first day of school; COVID-related supply chain delays; high school first; district-wide goal","https://jdrampage.org/chromebooks-issued-to-every-j-dhs-student/","https://www.jeromeschools.org/post/chromebooks-in-powerschool","2558","291","1","0","1601590"
"Monroe County","GA","Forsyth","","","Yes (likely)","K-12","Chromebook","Monroe County Schools GA located in Forsyth; Chromebook info on Monroe Area High School (Walton Co) found; no firm year or dated source for Monroe County GA found","https://www.monroe.k12.ga.us/","","2559","291","1","0","1303720"
"Enumclaw School District","WA","Enumclaw","2020","","Yes (likely)","K-12","Chromebook","district distributed Chromebooks to students without devices during COVID spring 2020; ongoing device program; no pre-2020 1:1 evidence found","https://www.enumclaw.wednet.edu/teaching-learning/reopening-plan/tech-help","","2560","290","1","0","5300001"
"Oxford Area SD","PA","Oxford","2023","Fall","Yes","5-12","Chromebook","beginning 2023-24 SY all grades 5-12 borrow district-managed take-home Chromebook; prior years had lease/parent-purchase option","https://sites.google.com/opusd.org/1to1cbprogram/home","","2561","290","1","0","4218300"
"Southwest Licking Local","OH","Pataskala","","","Yes (likely)","K-12","Chromebook","district website references student services and digital academy; no firm 1:1 launch year found in web search","https://www.swl.k12.oh.us/academics/student-services","","2562","290","1","0","3904804"
"Fort Lee Public Schools","NJ","Fort Lee","2015","Fall","Yes (phased)","5-12","Chromebook","1:1 program rolled out at start of 2015-16 SY for grades 7-12; expanded to grades 5-12 subsequently; 4,000+ devices","https://www.flboe.com/administration/technology/chromebook_program","","2563","290","1","0","3405310"
"Dover School District","NH","Dover","","","Yes (likely)","K-12","Chromebook","district has technology program; SAU 11; no firm 1:1 launch year found in web search","https://www.sau11.nh.gov/apps/pages/index.jsp?uREC_ID=1892813&type=d&pREC_ID=1492576","","2564","290","1","0","3302640"
"Norfolk Public Schools","NE","Norfolk","2013","Fall","Yes (phased)","7-12","Chromebook","NHS had Chromebook pilot with 125 devices in 4 classes in 2013; Jr/Sr high fully 1:1 now; elem at 2:1; Google for Education district","https://norfolkdailynews.com/news/nhs-tries-out-chromebook-pilot-program/article_d274d76a-17c5-11e3-802a-0019bb30f31a.html","https://www.norfolkpublicschools.org/schools/norfolk-junior-high/about-us/","2565","290","1","0","3174430"
"Swartz Creek Community Schools","MI","Swartz Creek","","","Yes (likely)","K-12","Chromebook","district has virtual learning center and technology program; no firm 1:1 launch year found in web search","https://www.swartzcreek.org/","","2566","290","1","0","2633420"
"Mt. Pleasant City School District","MI","Mount Pleasant","","","Yes","6-12","Chromebook","all grades 6-12 issued Chromebooks; parent/guardian form required before assignment; no firm launch year found","https://www.mtpleasantschools.net/","","2567","290","1","0","2624750"
"Grant County","KY","Williamstown","2022","Fall","Yes","9-12","Chromebook","Grant County High School announced 1:1 Chromebook for all students starting 2022 SY; $29 insurance fee; take-home devices","https://www.grant.kyschools.us/protected/ArticleView.aspx?iid=6IB2YAI&dasi=33P0","","2568","290","1","0","2102250"
